./text_en/AdviceText.utf.txt,,達成率,5.881%
UI No Improvements For Horde,Horde settlements may not make any land improvements or construct external buildings. To allow improvements convert the settlement to a fixed town using the button at the bottom of the screen.,大群の集落は、どの土地改良法を作るか、または外部の建物を建設しないことがあります。改良点は、画面の下部にあるボタンを使用して固定町に決済を変換できるようにするには。,
UI CC No Room For Horde Unit,Garrison is full. Needs space for one unit.,ギャリソンがいっぱいです。 1つのユニットのためのスペースを必要とします。,
UI CC No Flocks,Only settlements with flocks can become hordes.,群れで唯一の集落は大群になることができます。,
UI CC Farms,Settlements with farms cannot become hordes.,農場での決済は大群になることはできません。,
UI CC Non Horde Buildings,The settlement already contains buildings that are not allowed in hordes.,決済はすでに大群で許可されていない建物が含まれています。,
UI CC Not Town,Only town level settlements can convert.,唯一の町レベルの集落を変換することができます。,
UI Player Mission Reminder Title,Mission,ミッション,
UI Settlement Surrenders,Settlement Surrenders,決済は解約します,
UI Settlement Falls,Settlement Has Fallen,決済は下落しています,
UI VC Unavailable,This victory condition is unavailable.,この勝利条件は使用できません。,
UI Cannot Attack,You cannot attack this faction until it is unlocked by events in the scenario.,それはシナリオ内のイベントによりロックが解除されるまで、この派閥を攻撃することはできません。,
UI Cannot Issue Edicts,You are not yet important enough to issue edicts.,あなたはまだ布告を発行するのに十分な重要ではありません。,
UI Cannot Research,You are not yet important enough to research technology.,あなたはまだ、研究技術に十分に重要ではありません。,
UI Cannot Do Diplomacy,You are not yet important enough to conduct diplomacy.,あなたはまだ外交を実施するのに十分な重要ではありません。,
UI Cannot contact until unlocked.,You cannot contact this faction until they are unlocked by events in the scenario.,それらは、シナリオ内のイベントによりロックが解除されるまで、あなたはこの派閥に連絡することはできません。,
UI Technology Acquired,Technology Acquired,テクノロジーを買収,
UI Building cannot be destroyed,This building cannot be destroyed.,この建物は破壊することはできません。,
UI Destruction unrest message,Destroying this building will cause {0} unrest for {1} turns.,この建物を破壊することになります{1}の{0}不安の原因となります。,
UI Building destroyed effect,{0} Destroyed,{0}破壊,
UI Mission Failed Text,Mission Failed,ミッション失敗,
UI Mission Failed Text 1,You have failed to complete your mission. Your authority is reduced by {0},あなたは、あなたのミッションを完了するのに失敗しています。あなたの権限が削減され、{0},
UI Mission Failed Text 2,You have failed to complete your mission. Your allies have cancelled your alliance in disappointment.,あなたは、あなたのミッションを完了するのに失敗しています。あなたの同盟国は、失望であなたの同盟関係をキャンセルしました。,
UI Faction Tag Muslim,Muslim,イスラム教徒,
UI Faction Tag Christian,Christian,キリスト教の,
UI Faction Tag Buddhist,Buddhist,仏教徒,
UI SE Portrait Type,Portrait Type,ポートレートタイプ,
UI SE Portrait Type Chinese,Chinese,中国の,
UI SE Portrait Type Mongol,Mongol,モンゴル,
UI SE Button Claim Lands,Claim Land for Flocks,群れのために土地を主張,
UI SE Allowed Victory Conditions,Victory Conditions,勝利条件,
UI SE Faction Type Frozen,Frozen,フローズン,
FE Game Time of the Mongols,Time of the Mongols,モンゴルの時間,
Time Of The Mongols Desc,This campaign covers the lands that would be conquered by Genghis Khan as they were at the start of the Thirteenth Century. You may play any faction and win by the standard victory conditions.,このキャンペーンは、彼らが13世紀の開始時にあったようにチンギス・ハーンによって征服されるだろう土地をカバーしています。あなたはどの派閥を再生すると、標準的な勝利条件で勝つことがあります。,
FE Game Life of Genghis Khan,Life of Genghis Khan,チンギス・ハーンの生涯,
Life of Genghis Khan Desc,"In this campaign you take the role of Temuchin, who would later take the title of Genghis Khan. It presents the key moments in his life as a series missions that you must complete to progress. You win if you can match his conquests within the allowed number of turns.",このキャンペーンでは、後にチンギス・ハーンのタイトルを取るだろうTemuchin、の役割を担います。それはあなたの進行に完了しなければならない一連の任務としての彼の生活の中で重要な瞬間を提示します。あなたはターンの許容数以内に彼の征服を一致させることができた場合は、勝ちます。,
